title,Final song title,version,titleStripped,automatedFinalTitle,finalTitleComparison,automatedVersion,versionComparison
Running Red Lights 10 bgv3 @98 +2,,10,running red lights,running red lights,previously missing,10.0,match
Running Red Lights 10 dbl vox @98 +2,,10,running red lights,running red lights,previously missing,10.0,match
Running Red Lights 10 lead vox @98 +2,,10,running red lights,running red lights,previously missing,10.0,match
Sammy and Robby 1 AU @75 +1,,1,sammy and robby,sammy and robby,previously missing,1.0,match
Sammy and Robby 2 AU @76 +1,,2,sammy and robby,sammy and robby,previously missing,2.0,match
Santa Monica - v3 instrumental,Santa Monica,3,santa monica,santa monica,Match,3.0,match
Second Best Hugger In The World - v1,,1,second best hugger in the world,second best hugger in the world,previously missing,1.0,match
Second Best Hugger In The World - v1 1,Second Best Hugger In The World,1,second best hugger in the world,second best hugger in the world,Match,1.0,match
Second Best Hugger In The World - v1 2,Second Best Hugger In The World,1,second best hugger in the world,second best hugger in the world,Match,1.0,match
Second Best Hugger In The World - v1 3,Second Best Hugger In The World,1,second best hugger in the world,second best hugger in the world,Match,1.0,match
Second Best Hugger In The World - v13 cleaned @160 +3,Second Best Hugger In The World,13,second best hugger in the world,second best hugger in the world,Match,13.0,match
Second Best Hugger In The World - v14 lyrics @160 +3,Second Best Hugger In The World,14,second best hugger in the world,second best hugger in the world,Match,14.0,match
Second Best Hugger In The World - v2,Second Best Hugger In The World,2,second best hugger in the world,second best hugger in the world,Match,2.0,match
Second Best Hugger In The World - v3,Second Best Hugger In The World,3,second best hugger in the world,second best hugger in the world,Match,3.0,match
Second Best Hugger In The World - v4,Second Best Hugger In The World,4,second best hugger in the world,second best hugger in the world,Match,4.0,match
Second Best Hugger In The World - v6,Second Best Hugger In The World,6,second best hugger in the world,second best hugger in the world,Match,6.0,match
Second Best Hugger In The World - v7,Second Best Hugger In The World,7,second best hugger in the world,second best hugger in the world,Match,7.0,match
Second Best Hugger In The World - v8,Second Best Hugger In The World,8,second best hugger in the world,second best hugger in the world,Match,8.0,match
Second Best Hugger In The World - v9,Second Best Hugger In The World,9,second best hugger in the world,second best hugger in the world,Match,9.0,match
Second Best Hugger In The World 11,Second Best Hugger In The World,1,second best hugger in the world,second best hugger in the world,Match,11.0,Different
"See You, Feel You - v2","See You, Feel You",2,"see you, feel you","see you, feel you",Match,2.0,match
She Has A Way With Words - v3,She Has A Way With Words,3,she has a way with words,she has a way with words,Match,3.0,match
She Has A Way With Words - v5 strum,She Has A Way With Words,5,she has a way with words,she has a way with words,Match,5.0,match
She Has A Way With Words - v6 ABA,She Has A Way With Words,6,she has a way with words,she has a way with words,Match,6.0,match
She Has A Way With Words - v8,She Has A Way With Words,8,she has a way with words,she has a way with words,Match,8.0,match
She Makes Me Laugh - v2 @67 girl to,She Makes Me Laugh,2,she makes me laugh,she makes me laugh,Match,2.0,match
She Makes Me Laugh - v3 @67 verses,She Makes Me Laugh,3,she makes me laugh,she makes me laugh,Match,3.0,match
She Makes Me Laugh - v4 @134 OG verse,She Makes Me Laugh,4,she makes me laugh,she makes me laugh,Match,4.0,match
She's Just A Girl - v4 @130,,4,she's just a girl,she's just a girl,previously missing,4.0,match
she's just a girl 4 @130,She's Just A Girl,4,she's just a girl,she's just a girl,Match,4.0,match
Shining Star 10,Eulogy For A Rock Band,10,shining star,shining star,Different,10.0,match
Shining Star 11,Eulogy For A Rock Band,11,shining star,shining star,Different,11.0,match
Shining Star 12,Eulogy For A Rock Band,12,shining star,shining star,Different,12.0,match
Shining Star 13,Eulogy For A Rock Band,13,shining star,shining star,Different,13.0,match
Shining Star 14,Eulogy For A Rock Band,14,shining star,shining star,Different,14.0,match
Shining Star 15,Eulogy For A Rock Band,15,shining star,shining star,Different,15.0,match
Shining Star 16,Eulogy For A Rock Band,16,shining star,shining star,Different,16.0,match
Shining Star 9,Eulogy For A Rock Band,9,shining star,shining star,Different,9.0,match
Shining Stars 8,Eulogy For A Rock Band,8,shining stars,shining stars,Different,8.0,match
Show Me That Again 2,Show Me That Again,2,show me that again,show me that again,Match,2.0,match
Simple To Me - v5,Simple to Me,5,simple to me,simple to me,Match,5.0,match
Simple To Me - v6,Simple to Me,6,simple to me,simple to me,Match,6.0,match
Simple To Me - v7,Simple to Me,7,simple to me,simple to me,Match,7.0,match
Simple To Me - v7 chorus @99 +1 actually 11 ish,Simple to Me,7,simple to me,simple to me,Match,7.0,match
Simple to Me - v8,Simple to Me,8,simple to me,simple to me,Match,8.0,match
Simple To Me - v8 1,Simple to Me,8,simple to me,simple to me,Match,8.0,match
Since You Came Around - v10,Since You Came Around,10,since you came around,since you came around,Match,10.0,match
Since You Came Around - v15,Since You Came Around,15,since you came around,since you came around,Match,15.0,match
Since You Came Around 14,Jacked Up,14,since you came around,since you came around,Different,14.0,match
Sing My Blues - v1,Sing My Blues Away,1,sing my blues,sing my blues,Different,1.0,match
Sing My Blues Away - v10,Sing My Blues Away,10,sing my blues away,sing my blues away,Match,10.0,match
Sing My Blues Away - v11,Sing My Blues Away,11,sing my blues away,sing my blues away,Match,11.0,match
Sing My Blues Away - v12,Sing My Blues Away,12,sing my blues away,sing my blues away,Match,12.0,match
Sing My Blues Away - v13,Sing My Blues Away,13,sing my blues away,sing my blues away,Match,13.0,match
Sing My Blues Away - v13 1,Sing My Blues Away,13,sing my blues away,sing my blues away,Match,13.0,match
Sing My Blues Away - v14,Sing My Blues Away,14,sing my blues away,sing my blues away,Match,14.0,match
Sing My Blues Away - v2,Sing My Blues Away,2,sing my blues away,sing my blues away,Match,2.0,match
Sing My Blues Away - v3,Sing My Blues Away,3,sing my blues away,sing my blues away,Match,3.0,match
Sing My Blues Away - v4,Sing My Blues Away,4,sing my blues away,sing my blues away,Match,4.0,match
Sing My Blues Away - v5,Sing My Blues Away,5,sing my blues away,sing my blues away,Match,5.0,match
Sing My Blues Away - v6,Sing My Blues Away,6,sing my blues away,sing my blues away,Match,6.0,match
Sing My Blues Away - v7,Sing My Blues Away,7,sing my blues away,sing my blues away,Match,7.0,match
Sing My Blues Away - v8,Sing My Blues Away,8,sing my blues away,sing my blues away,Match,8.0,match
Sing My Blues Away 15,Sing My Blues Away,15,sing my blues away,sing my blues away,Match,15.0,match
Sing My Blues Away 16 No Drums,Sing My Blues Away,16,sing my blues away,sing my blues away,Match,16.0,match
So Far So Good 1 @89,,1,so far so good,so far so good,previously missing,1.0,match
So Far So Good 2 @89.mp3,,2,so far so good,so far so good,previously missing,2.0,match
something special 1 @101,,1,something special,something special,previously missing,1.0,match
something special 2 @102,,2,something special,something special,previously missing,2.0,match
something special 3 verse @102,,3,something special,something special,previously missing,3.0,match
something special 4 I thought I lay @102,,4,something special,something special,previously missing,4.0,match
something special 5 above sea level @102,,5,something special,something special,previously missing,5.0,match
something special 6 broken verse @102,,6,something special,something special,previously missing,6.0,match
Sorrowful Essence 3@118,,3,sorrowful essence,sorrowful essence,previously missing,3.0,match
soundcheck riff techno 2 chorus,,2,soundcheck riff techno,soundcheck riff techno,previously missing,2.0,match
Sports Team - v6,Sports Team,6,sports team,sports team,Match,6.0,match
Sports Team - v7,Sports Team,7,sports team,sports team,Match,7.0,match
sports team 8 riff,Sports Team,8,sports team,sports team,Match,8.0,match
St. George - v2,The Ballad of St. George,2,st. george,st. george,Different,2.0,match
St. George - v3 Additional Ch,The Ballad of St. George,3,st. george,st. george,Different,3.0,match
St. George - v4,The Ballad of St. George,4,st. george,st. george,Different,4.0,match
St. George - v6,The Ballad of St. George,6,st. george,st. george,Different,6.0,match
St. George - v8,The Ballad of St. George,8,st. george,st. george,Different,8.0,match
Stand By My Side - v3,Stand By My Side,3,stand by my side,stand by my side,Match,3.0,match
Still Dreaming 3 @66.6667 -6 to -3,Still Dreaming,3,still dreaming,still dreaming,Match,3.0,match
Still Dreaming 3 @66.6667 -6 to -3-1,Still Dreaming,3,still dreaming,still dreaming,Match,3.0,match
still dreaming 4 @67 -6 to -3,Still Dreaming,4,still dreaming,still dreaming,Match,4.0,match
Still Dreaming 5 solo @67 -6 to -3,Still Dreaming,5,still dreaming,still dreaming,Match,5.0,match
Stop Comparing Me To Him 1 @78 -3 BF 7,,1,stop comparing me to him,stop comparing me to him,previously missing,1.0,match
stop comparing me to him 2 @113,,2,stop comparing me to him,stop comparing me to him,previously missing,2.0,match
stop comparing me to him 2 @113,,2,stop comparing me to him,stop comparing me to him,previously missing,2.0,match
Stop Comparing Me To Him 2 chorus first @78 -3 BF 11,,2,stop comparing me to him,stop comparing me to him,previously missing,2.0,match
Stop Comparing Me To Him 3 Piano chorus first @78 -3 BF 11,,3,stop comparing me to him,stop comparing me to him,previously missing,3.0,match
Stop Comparing Me To Him 4 Piano chorus first @78 -3 BF 11,,4,stop comparing me to him,stop comparing me to him,previously missing,4.0,match
Subjective 1,Subjective,1,subjective,subjective,Match,1.0,match
Subjective 2 take out so,Subjective,2,subjective,subjective,Match,2.0,match
Subjective 3,Subjective,3,subjective,subjective,Match,3.0,match
Subjective 4,Subjective,4,subjective,subjective,Match,4.0,match
Such A Long Way To Heaven 10,Such A Long Way To Heaven,10,such a long way to heaven,such a long way to heaven,Match,10.0,match
Summer Elaine - v6 lyrics @118,Summer Elaine and Drunk Dori,6,summer elaine,summer elaine,Different,6.0,match
Summer Elaine and Drunk Dori 3 @11,,3,summer elaine and drunk dori,summer elaine and drunk dori,previously missing,3.0,match
Sunday Afternoon 2 @138,,2,sunday afternoon,sunday afternoon,previously missing,2.0,match
Superfan 17,Eulogy For A Rock Band,17,superfan,superfan,Different,17.0,match
Superfan 18,Eulogy For A Rock Band,18,superfan,superfan,Different,18.0,match
Superfan 18 1,Eulogy For A Rock Band,18,superfan,superfan,Different,18.0,match
Superfan 20,Eulogy For A Rock Band,20,superfan,superfan,Different,20.0,match
Supergirl - v2,Gravity Will Bring You Down,2,supergirl,supergirl,Different,2.0,match
Superman 3,Superman,3,superman,superman,Match,3.0,match
Superstars 29,Eulogy For A Rock Band,29,superstars,superstars,Different,29.0,match
Superstars 31,Eulogy For A Rock Band,31,superstars,superstars,Different,31.0,match
Sweet Love 2 2,Sweet Love,2,sweet love,sweet love,Match,2.0,match
Sweet Love 3,,3,sweet love,sweet love,previously missing,3.0,match
That's All I Ask 3 @128,Two Broken Hearts,3,that's all i ask,that's all i ask,Different,3.0,match
The Ballad Of St. George - v9,The Ballad of St. George,9,the ballad of st. george,the ballad of st. george,Match,9.0,match
The Band We Loved The Most 3,Eulogy For A Rock Band,3,the band we loved the most,the band we loved the most,Different,3.0,match
The Band We Loved The Most 4,Eulogy For A Rock Band,4,the band we loved the most,the band we loved the most,Different,4.0,match
The Band We Loved The Most 5,Eulogy For A Rock Band,5,the band we loved the most,the band we loved the most,Different,5.0,match
The Band We Loved The Most 6,Eulogy For A Rock Band,6,the band we loved the most,the band we loved the most,Different,6.0,match
The Beach Boys 3 @85,,3,the beach boys,the beach boys,previously missing,3.0,match
The Bells In My Head 3 @115,,3,the bells in my head,the bells in my head,previously missing,3.0,match
The Best of Me - v10,The Best of Me,10,the best of me,the best of me,Match,10.0,match
The Best of Me - v14 crazy str,The Best of Me,14,the best of me,the best of me,Match,14.0,match
The Best of Me - v5,The Best of Me,5,the best of me,the best of me,Match,5.0,match
The Best Of Me - v6,The Best of Me,6,the best of me,the best of me,Match,6.0,match
The Best of Me - v7,The Best of Me,7,the best of me,the best of me,Match,7.0,match
The Best of Me - v9,The Best of Me,9,the best of me,the best of me,Match,9.0,match
The Best of Me - v9 2,The Best of Me,9,the best of me,the best of me,Match,9.0,match
The Best of Me 15 normal,The Best of Me,15,the best of me,the best of me,Match,15.0,match
The Best Thing In Life 13,The Best Thing In Life,13,the best thing in life,the best thing in life,Match,13.0,match
The Best Things In Life Are Free 1,The Best Thing In Life,1,the best things in life are free,the best things in life are free,Different,1.0,match
The Best Things In Life Are Free 11,The Best Thing In Life,1,the best things in life are free,the best things in life are free,Different,11.0,Different
The British Are Coming - v1,The British Are Coming,1,the british are coming,the british are coming,Match,1.0,match
The British Are Coming - v10,The British Are Coming,10,the british are coming,the british are coming,Match,10.0,match
The British Are Coming - v11,The British Are Coming,11,the british are coming,the british are coming,Match,11.0,match
The British Are Coming - v12,The British Are Coming,12,the british are coming,the british are coming,Match,12.0,match
The British Are Coming - v13,The British Are Coming,13,the british are coming,the british are coming,Match,13.0,match
The British Are Coming - v13 2,The British Are Coming,13,the british are coming,the british are coming,Match,13.0,match
The British Are Coming - v14,The British Are Coming,14,the british are coming,the british are coming,Match,14.0,match
The British Are Coming - v15,The British Are Coming,15,the british are coming,the british are coming,Match,15.0,match
The British Are Coming - v16,The British Are Coming,16,the british are coming,the british are coming,Match,16.0,match
The British Are Coming - v17,The British Are Coming,17,the british are coming,the british are coming,Match,17.0,match
The British Are Coming - v18,The British Are Coming,18,the british are coming,the british are coming,Match,18.0,match
The British Are Coming - v23 No B,The British Are Coming,23,the british are coming,the british are coming,Match,23.0,match
The British Are Coming - v3,The British Are Coming,3,the british are coming,the british are coming,Match,3.0,match
The British Are Coming - v30,The British Are Coming,30,the british are coming,the british are coming,Match,30.0,match
The British Are Coming - v31,The British Are Coming,31,the british are coming,the british are coming,Match,31.0,match
The British Are Coming - v32,The British Are Coming,32,the british are coming,the british are coming,Match,32.0,match
The British Are Coming - v33,The British Are Coming,33,the british are coming,the british are coming,Match,33.0,match
The British Are Coming - v34,The British Are Coming,34,the british are coming,the british are coming,Match,34.0,match
The British Are Coming - v35,The British Are Coming,35,the british are coming,the british are coming,Match,35.0,match
The British Are Coming - v36,The British Are Coming,36,the british are coming,the british are coming,Match,36.0,match
The British Are Coming - v37,The British Are Coming,37,the british are coming,the british are coming,Match,37.0,match
The British Are Coming - v38,The British Are Coming,38,the british are coming,the british are coming,Match,38.0,match
The British Are Coming - v4,The British Are Coming,4,the british are coming,the british are coming,Match,4.0,match
The British Are Coming - v40 Sons Of Liberty,The British Are Coming,40,the british are coming,the british are coming,Match,40.0,match
The British Are Coming - v41 Son Of Liberty,The British Are Coming,41,the british are coming,the british are coming,Match,41.0,match
The British Are Coming - v42 - vBurning My Books,The British Are Coming,42,the british are coming,the british are coming,Match,42.0,match
The British Are Coming - v43 Burni,The British Are Coming,43,the british are coming,the british are coming,Match,43.0,match
The British Are Coming - v44 Band,The British Are Coming,44,the british are coming,the british are coming,Match,44.0,match
The British Are Coming - v45 Dumpi,The British Are Coming,45,the british are coming,the british are coming,Match,45.0,match
The British Are Coming - v46 - vStra,The British Are Coming,46,the british are coming,the british are coming,Match,46.0,match
The British Are Coming - v47,The British Are Coming,47,the british are coming,the british are coming,Match,47.0,match
The British Are Coming - v48,The British Are Coming,48,the british are coming,the british are coming,Match,48.0,match
The British Are Coming - v49,The British Are Coming,49,the british are coming,the british are coming,Match,49.0,match
The British Are Coming - v50,The British Are Coming,50,the british are coming,the british are coming,Match,50.0,match
The British Are Coming - v6,The British Are Coming,6,the british are coming,the british are coming,Match,6.0,match
The British Are Coming - v7,The British Are Coming,7,the british are coming,the british are coming,Match,7.0,match
The British Are Coming - v8,The British Are Coming,8,the british are coming,the british are coming,Match,8.0,match
The Crazy Impossible Days - v4,The Crazy Impossible Days,4,the crazy impossible days,the crazy impossible days,Match,4.0,match
The Gift Of Gab - v10,The Gift Of Gab,10,the gift of gab,the gift of gab,Match,10.0,match
The Gift Of Gab - v11,The Gift Of Gab,11,the gift of gab,the gift of gab,Match,11.0,match
The Gift Of Gab - v4,The Gift Of Gab,4,the gift of gab,the gift of gab,Match,4.0,match
The Gift Of Gab - v5,The Gift Of Gab,5,the gift of gab,the gift of gab,Match,5.0,match
The Gift Of Gab - v7,The Gift Of Gab,7,the gift of gab,the gift of gab,Match,7.0,match
The Good News Channel - v1,The Good News Channel,1,the good news channel,the good news channel,Match,1.0,match
The Good News Channel - v2,The Good News Channel,2,the good news channel,the good news channel,Match,2.0,match
The Good News Channel - v3,The Good News Channel,3,the good news channel,the good news channel,Match,3.0,match
The Good News Channel - v4,The Good News Channel,4,the good news channel,the good news channel,Match,4.0,match
The Good News Channel - v5,The Good News Channel,5,the good news channel,the good news channel,Match,5.0,match
The Ivory Telephone - v1,The Ivory Telephone,1,the ivory telephone,the ivory telephone,Match,1.0,match
The Ivory Telephone - v10,The Ivory Telephone,10,the ivory telephone,the ivory telephone,Match,10.0,match
The Ivory Telephone - v4,The Ivory Telephone,4,the ivory telephone,the ivory telephone,Match,4.0,match
The Ivory Telephone - v5,The Ivory Telephone,5,the ivory telephone,the ivory telephone,Match,5.0,match
The Ivory Telephone - v6,The Ivory Telephone,6,the ivory telephone,the ivory telephone,Match,6.0,match
The Ivory Telephone - v7,The Ivory Telephone,7,the ivory telephone,the ivory telephone,Match,7.0,match
The Ivory Telephone - v8,The Ivory Telephone,8,the ivory telephone,the ivory telephone,Match,8.0,match
The Ivory Telephone - v9,The Ivory Telephone,9,the ivory telephone,the ivory telephone,Match,9.0,match
The Key To My Heart 2 AL @73,J is for Joy,2,the key to my heart,the key to my heart,Different,2.0,match
The Rules Of Life - v12,The Rules of Life,12,the rules of life,the rules of life,Match,12.0,match
The Rules Of Life - v14,The Rules of Life,14,the rules of life,the rules of life,Match,14.0,match
The Rules Of Life - v15,The Rules of Life,15,the rules of life,the rules of life,Match,15.0,match
The Rules Of Life - v16,The Rules of Life,16,the rules of life,the rules of life,Match,16.0,match
The Rules Of Life - v17,The Rules of Life,17,the rules of life,the rules of life,Match,17.0,match
The Rules Of Life - v18,The Rules of Life,18,the rules of life,the rules of life,Match,18.0,match
The Rules Of Life - v19,The Rules of Life,19,the rules of life,the rules of life,Match,19.0,match
The Rules Of Life - v19 1,The Rules of Life,19,the rules of life,the rules of life,Match,19.0,match
The Rules Of Life - v21 - vPres,The Rules of Life,21,the rules of life,the rules of life,Match,21.0,match
The Rules Of Life - v22,The Rules of Life,22,the rules of life,the rules of life,Match,22.0,match
The Rules Of Life - v23,The Rules of Life,23,the rules of life,the rules of life,Match,23.0,match
The Rules Of Life - v24,The Rules of Life,24,the rules of life,the rules of life,Match,24.0,match
The Rules Of Life - v25,The Rules of Life,25,the rules of life,the rules of life,Match,25.0,match
The Rules Of Life - v26,The Rules of Life,26,the rules of life,the rules of life,Match,26.0,match
The Rules Of Life - v27,The Rules of Life,27,the rules of life,the rules of life,Match,27.0,match
The Rules Of Life - v28 - vTo Par,The Rules of Life,28,the rules of life,the rules of life,Match,28.0,match
The Rules Of Life - v29,The Rules of Life,29,the rules of life,the rules of life,Match,29.0,match
The Rules Of Life - v31 - vS,The Rules of Life,31,the rules of life,the rules of life,Match,31.0,match
The Rules Of Life - v32,The Rules of Life,32,the rules of life,the rules of life,Match,32.0,match
The Rules Of Life - v32 1,The Rules of Life,32,the rules of life,the rules of life,Match,32.0,match
The Rules Of Life - v33,The Rules of Life,33,the rules of life,the rules of life,Match,33.0,match
The Rules Of Life - v35 Adolf,The Rules of Life,35,the rules of life,the rules of life,Match,35.0,match
The Rules Of Life - v36,The Rules of Life,36,the rules of life,the rules of life,Match,36.0,match
The Rules Of Life - v37,The Rules of Life,37,the rules of life,the rules of life,Match,37.0,match
The Rules Of Life - v38,The Rules of Life,38,the rules of life,the rules of life,Match,38.0,match
The Rules Of Life - v39 2,The Rules of Life,39,the rules of life,the rules of life,Match,39.0,match
The Rules Of Life - v41,The Rules of Life,41,the rules of life,the rules of life,Match,41.0,match
The Rules Of Life - v44,The Rules of Life,44,the rules of life,the rules of life,Match,44.0,match
The Rules Of Life - v45,The Rules of Life,45,the rules of life,the rules of life,Match,45.0,match
The Rules Of Life - v46,The Rules of Life,46,the rules of life,the rules of life,Match,46.0,match
The Rules Of Life - v5,The Rules of Life,5,the rules of life,the rules of life,Match,5.0,match
The Rules Of Life - v7,The Rules of Life,7,the rules of life,the rules of life,Match,7.0,match
The Rules of Life 6,The Rules of Life,6,the rules of life,the rules of life,Match,6.0,match
The Summer Of Love 2 @131,The Summer of Love,2,the summer of love,the summer of love,Match,2.0,match
The Tower of Babel - v2,The Tower of Babel,2,the tower of babel,the tower of babel,Match,2.0,match
The Tower Of Babel - v3 / The Waste Land,The Tower of Babel / The Waste Land,3,the tower of babel,the tower of babel,Different,3.0,match
The Tower Of Babel - v5,The Tower of Babel,5,the tower of babel,the tower of babel,Match,5.0,match
The Tower Of Babel - v6,The Tower of Babel,6,the tower of babel,the tower of babel,Match,6.0,match
The Tower Of Babel - v6 1,The Tower of Babel,6,the tower of babel,the tower of babel,Match,6.0,match
The Tower Of Babel - v6 2,The Tower of Babel,6,the tower of babel,the tower of babel,Match,6.0,match
The Tower Of Babel - v7,The Tower of Babel,7,the tower of babel,the tower of babel,Match,7.0,match
The Tower Of Babel - v7 1,The Tower of Babel,7,the tower of babel,the tower of babel,Match,7.0,match
The Trouble With Trouble 1 @81 -5 BF 8,,1,the trouble with trouble,the trouble with trouble,previously missing,1.0,match
The Unofficials - v3,The Unofficials,3,the unofficials,the unofficials,Match,3.0,match
The Unofficials - v4,The Unofficials,4,the unofficials,the unofficials,Match,4.0,match
The Unofficials - v5 2,The Unofficials,5,the unofficials,the unofficials,Match,5.0,match
The Waste Land - v2,The Waste Land,2,the waste land,the waste land,Match,2.0,match
The Waste Land - v3,The Waste Land,3,the waste land,the waste land,Match,3.0,match
The Waste Land - v3 1,The Waste Land,3,the waste land,the waste land,Match,3.0,match
The Waste Land - v4,The Waste Land,4,the waste land,the waste land,Match,4.0,match
The Waste Land - v5,The Waste Land,5,the waste land,the waste land,Match,5.0,match
The Waste Land - v5 2,The Waste Land,5,the waste land,the waste land,Match,5.0,match
The Waste Land - v6,The Waste Land,6,the waste land,the waste land,Match,6.0,match
The Waste Land - v9,The Waste Land,9,the waste land,the waste land,Match,9.0,match
There's Good News And Bad News 2 @,Last Days of Summer,2,there's good news and bad news,there's good news and bad news,Different,2.0,match
There's Good News And Bad News 4 n,Last Days of Summer,4,there's good news and bad news,there's good news and bad news,Different,4.0,match
Thunderbolt 5,,5,thunderbolt,thunderbolt,previously missing,5.0,match
Today I Do 3 @97 -2,I See Colors,3,today i do,today i do,Different,3.0,match
Too Good For Me - v2,Too Good For Me,2,too good for me,too good for me,Match,2.0,match
Too Good For Me - v3,Too Good For Me,3,too good for me,too good for me,Match,3.0,match
Too Good For Me - v3 1,Too Good For Me,3,too good for me,too good for me,Match,3.0,match
Too Good For Me - v3 2,Too Good For Me,3,too good for me,too good for me,Match,3.0,match
Too Good For Me - v3 point 2,,3,too good for me,too good for me,previously missing,3.0,match
Too Good For Me 3 point 2,Too Good For Me,3,too good for me,too good for me,Match,3.0,match
Too Many Thoughts In My Head 3 @126 +4,Too Many Thoughts in My Head,3,too many thoughts in my head,too many thoughts in my head,Match,3.0,match
Too Many Thoughts In My Head 4 @126 +4,Too Many Thoughts in My Head,4,too many thoughts in my head,too many thoughts in my head,Match,4.0,match
Too Many Thoughts In My Head 4 noc3 @126 +4,Too Many Thoughts in My Head,4,too many thoughts in my head,too many thoughts in my head,Match,4.0,match
Too Many Thoughts In My Head 5 @126 +4,Too Many Thoughts in My Head,5,too many thoughts in my head,too many thoughts in my head,Match,5.0,match
Too Many Thoughts In My Head 9 personal @126 +4,Too Many Thoughts in My Head,9,too many thoughts in my head,too many thoughts in my head,Match,9.0,match
Two Broken Hearts 11 bein drums @132 -5,Two Broken Hearts,11,two broken hearts,two broken hearts,Match,11.0,match
Two Broken Hearts 3 @132 -5,Two Broken Hearts,3,two broken hearts,two broken hearts,Match,3.0,match
Two Broken Hearts 4 drums @132 -5,Two Broken Hearts,4,two broken hearts,two broken hearts,Match,4.0,match
Two Broken Hearts 5 @132 -5,Two Broken Hearts,5,two broken hearts,two broken hearts,Match,5.0,match
Two Broken Hearts 5 more bgv @132 -5,Two Broken Hearts,5,two broken hearts,two broken hearts,Match,5.0,match
Two Broken Hearts 6 bass @132 -5,Two Broken Hearts,6,two broken hearts,two broken hearts,Match,6.0,match
Two Broken Hearts 9 alt p3 lyrics @132 -5,Two Broken Hearts,9,two broken hearts,two broken hearts,Match,9.0,match
Up In A Cloud - v23 Demo For Guys,Up In The Clouds,23,up in a cloud,up in a cloud,Different,23.0,match
Up In A Cloud - v24 Instrumental F,Up In The Clouds,24,up in a cloud,up in a cloud,Different,24.0,match
Up In The Clouds - v26,Up In The Clouds,26,up in the clouds,up in the clouds,Match,26.0,match
Up In The Clouds - v26 1,Up In The Clouds,26,up in the clouds,up in the clouds,Match,26.0,match
Up In The Clouds - v29,Up In The Clouds,29,up in the clouds,up in the clouds,Match,29.0,match
Up In The Clouds - v30,Up In The Clouds,30,up in the clouds,up in the clouds,Match,30.0,match
Up In the Clouds - v31,Up In The Clouds,31,up in the clouds,up in the clouds,Match,31.0,match
Up In The Clouds 32,Up in the Clouds,32,up in the clouds,up in the clouds,Match,32.0,match
Volunteers - v10,Beginning of the End,10,volunteers,volunteers,Different,10.0,match
Volunteers - v2,Beginning of the End,2,volunteers,volunteers,Different,2.0,match
Wagamama - v1,Wagamama,1,wagamama,wagamama,Match,1.0,match
Wagamama - v2,Wagamama,2,wagamama,wagamama,Match,2.0,match
Wagamama - v3,Wagamama,3,wagamama,wagamama,Match,3.0,match
Wagamama - v4,Wagamama,4,wagamama,wagamama,Match,4.0,match
Wagamama - v5,,5,wagamama,wagamama,previously missing,5.0,match
Wagamama 5,Wagamama,5,wagamama,wagamama,Match,5.0,match
Watermelon 1 AW @120 +2,,1,watermelon,watermelon,previously missing,1.0,match
We Are All We have 1 AR @74,Friend of a Friend,1,we are all we have,we are all we have,Different,1.0,match
We Are All We Have 3 stretch chorus @ 76,,3,we are all we have,we are all we have,previously missing,3.0,match
We Are All We Have 4 stretch chorus @ 74 +1,Friend of a Friend,4,we are all we have,we are all we have,Different,4.0,match
We Are All We Have 5 verse melo @76 +1,,5,we are all we have,we are all we have,previously missing,5.0,match
We Are All We Have 7 vocals @76 +1 20 bars,,7,we are all we have,we are all we have,previously missing,7.0,match
We Are Fighters 4,We Are Fighters,4,we are fighters,we are fighters,Match,4.0,match
We Are Fighters 5,We Are Fighters,5,we are fighters,we are fighters,Match,5.0,match
We Are Fighters 7 instrumental,,7,we are fighters,we are fighters,previously missing,7.0,match
We Are The Indians - v5,We Are The Indians,5,we are the indians,we are the indians,Match,5.0,match
We Are The Indians - v6,We Are The Indians,6,we are the indians,we are the indians,Match,6.0,match
We Are The Indians - v7,Do You Wanna Get High,7,we are the indians,we are the indians,Different,7.0,match
We Gotta Get Paid 4,We Gotta Get Paid,4,we gotta get paid,we gotta get paid,Match,4.0,match
Wedlock 4,,4,wedlock,wedlock,previously missing,4.0,match
Weekend Girl - v2,Weekend Woman,2,weekend girl,weekend girl,Different,2.0,match
Weekend Girl 3,Weekend Woman,3,weekend girl,weekend girl,Different,3.0,match
Weekend Girl 4 half time @66.5,Weekend Woman,4,weekend girl,weekend girl,Different,4.0,match
We're Gonna Get Paid 4,We Gotta Get Paid,4,we're gonna get paid,we're gonna get paid,Different,4.0,match
What The Hell 1,What The Hell,1,what the hell,what the hell,Match,1.0,match
What The Hell 3,What The Hell,3,what the hell,what the hell,Match,3.0,match
What You Wanna Be 6,What You Wanna Be,6,what you wanna be,what you wanna be,Match,6.0,match
What's Up With Me v2 - pro sketch,What's Up With Me,2,what's up with me,what's up with me,Match,2.0,match
where did your heart go 1,Lost And Found,1,where did your heart go,where did your heart go,Different,1.0,match
where did your heart go 2,Lost And Found,2,where did your heart go,where did your heart go,Different,2.0,match
Where Did Your Heart Go 6,Lost And Found,6,where did your heart go,where did your heart go,Different,6.0,match
Where Do All The Kids Hang Out 2 @85,,2,where do all the kids hang out,where do all the kids hang out,previously missing,2.0,match
Where Do All The Kids Hang Out 3 @85,,3,where do all the kids hang out,where do all the kids hang out,previously missing,3.0,match
